AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA,Alunni,Full Address,Latitude,Longitude,ORDINESCUOLA
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEEE85803D,S.PRIMARIA DI RECCO,VIA G.E.MASSONE 47,Non Disponibile,GEIC858009@istruzione.it,Non Disponibile,www.icavegnocamoglireccouscio.edu.it,NO,319,"VIA G.E.MASSONE 47, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEMM85802B,SC. SECONDARIA DI I GRADO USCIO,SALITA ISELLA 8,Non Disponibile,GEIC858009@istruzione.it,Non Disponibile,www.icavegnocamoglireccouscio.edu.it,NO,53,"SALITA ISELLA 8, GENOVA",44.4106573,9.1647729,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEMM85803C,SC. SECONDARIA I GRADO CAMOGLI,VIA XX SETTEMBRE 1,Non Disponibile,GEIC858009@istruzione.it,Non Disponibile,www.icavegnocamoglireccouscio.edu.it,NO,67,"VIA XX SETTEMBRE 1, GENOVA",44.4045974,8.9440184,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,VIA G.MASSONE 47,Non Disponibile,GEIC858009@istruzione.it,geic858009@pec.istruzione.it,www.icavegnocamoglireccouscio.gov.it/index.php/home,NO,,"VIA G.MASSONE 47, GENOVA",44.3642217,9.1437367,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEEE85804E,S.PRIMARIA DI USCIO,SALITA ISELLA 8,Non Disponibile,GEIC858009@istruzione.it,Non Disponibile,www.icavegnocamoglireccouscio.edu.it,NO,76,"SALITA ISELLA 8, GENOVA",44.4106573,9.1647729,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEEE85801B,S. PRIMARIA DI AVEGNO,VIA DELLE MIMOSE 10,Non Disponibile,GEIC858009@istruzione.it,Non Disponibile,www.icavegnocamoglireccouscio.edu.it,NO,76,"VIA DELLE MIMOSE 10, GENOVA",44.387929,9.1641456,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEEE85802C,S. PRIMARIA DI CAMOGLI,VIA XX SETTEMBRE 1,Non Disponibile,GEIC858009@istruzione.it,Non Disponibile,www.icavegnocamoglireccouscio.edu.it,NO,155,"VIA XX SETTEMBRE 1, GENOVA",44.4045974,8.9440184,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC858009,I.C. AVEGNO-CAMOGLI-RECCO-USCIO,GEMM85801A,SC. SECONDARIA DI I GRADO RECCO,VIA G.MASSONE 47,Non Disponibile,GEIC858009@istruzione.it,Non Disponibile,www.icavegnocamoglireccouscio.edu.it,NO,227,"VIA G.MASSONE 47, GENOVA",44.3642217,9.1437367,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC859005,I.C. QUARTO,GEEE859017,S.EL. - SACRO CUORE -,VIA SCIACCALUGA 4,Non Disponibile,GEIC859005@istruzione.it,Non Disponibile,www.icquarto.edu.it,NO,68,"VIA SCIACCALUGA 4, GENOVA",44.3947933,8.9874712,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC859005,I.C. QUARTO,GEMM859016,I.C. QUARTO/ EX STROZZI,VIA VECCHI 11,Non Disponibile,GEIC859005@istruzione.it,Non Disponibile,www.icquarto.edu.it,NO,347,"VIA VECCHI 11, GENOVA",44.393542,8.9973481,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC859005,I.C. QUARTO,GEEE85904A,S.PRIM. - C.PALLI -,VIA C.A.VECCHI 11,Non Disponibile,GEIC859005@istruzione.it,Non Disponibile,www.icquarto.edu.it,NO,286,"VIA C.A.VECCHI 11, GENOVA",44.5049412,8.8495149,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC859005,I.C. QUARTO,GEEE859039,S.PRIM. - N.FABRIZI,VIA N.FABRIZI 51,Non Disponibile,GEIC859005@istruzione.it,Non Disponibile,www.icquarto.edu.it,NO,207,"VIA N.FABRIZI 51, GENOVA",44.3903436,9.0077384,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC859005,I.C. QUARTO,GEEE859028,S.PRIM. - I.D'ERAMO -,VIA PRIARUGGIA 12,Non Disponibile,GEIC859005@istruzione.it,Non Disponibile,www.icquarto.edu.it,NO,102,"VIA PRIARUGGIA 12, GENOVA",44.3891041,8.9987337,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC860009,I.C. STURLA,GEEE86001B,S.EL. - G.GOVI -,VIA F.CAVALLOTTI 12,Non Disponibile,GEIC860009@istruzione.it,Non Disponibile,www.icsturla.edu.it,NO,313,"VIA F.CAVALLOTTI 12, GENOVA",44.3925345,8.974256,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC860009,I.C. STURLA,GEEE86004E,S.EL. - E.VERNAZZA -,VIA V.ERA 1 B,Non Disponibile,GEIC860009@istruzione.it,Non Disponibile,www.icsturla.edu.it,NO,204,"VIA V.ERA 1 B, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC860009,I.C. STURLA,GEEE86002C,S.EL. - A.GIUSTINIANI -,VIA BOTTINI 43,Non Disponibile,GEIC860009@istruzione.it,Non Disponibile,www.icsturla.gov.it,NO,89,"VIA BOTTINI 43, GENOVA",44.401176,8.9839683,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC860009,I.C. STURLA,GEMM86001A,S. SEC. I A. DE TONI,VIA V. ERA 1,Non Disponibile,GEIC860009@istruzione.it,Non Disponibile,www.icsturla.edu.it,NO,382,"VIA V. ERA 1, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC860009,I.C. STURLA,GEMM86002B,I.C. STURLA -SEZ. OSP. STROZZI,Non Disponibile,Non Disponibile,GEIC860009@istruzione.it,Non Disponibile,www.icsturla.edu.it,NO,7,"Non Disponibile, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC861005,I.C. FOCE,GEMM861016,I.C. FOCE/ DORIA PASCOLI,PIAZZA PALERMO 13,Non Disponibile,GEIC861005@istruzione.it,Non Disponibile,www.icfoce.edu.it,NO,659,"PIAZZA PALERMO 13, GENOVA",44.3993727,8.9531715,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC861005,I.C. FOCE,GEEE861017,S.EL. - A.DIAZ -,VIA C.BATTISTI 6,Non Disponibile,GEIC861005@istruzione.it,Non Disponibile,www.icfoce.edu.it,NO,192,"VIA C.BATTISTI 6, GENOVA",44.3961078,8.9526675,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC861005,I.C. FOCE,GEEE861028,S.EL. - A.G.BARRILI -,PIAZZA PALERMO 11,Non Disponibile,GEIC861005@istruzione.it,Non Disponibile,www.icfoce.edu.it,NO,244,"PIAZZA PALERMO 11, GENOVA",44.3998488,8.9532303,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC862001,I.C. SAN MARTINO/BORGORATTI,GEEE862046,S.EL. - A.S.NOVARO -,VIA OLIVIERI 71,Non Disponibile,GEIC862001@istruzione.it,Non Disponibile,icsmb.gov.it,NO,66,"VIA OLIVIERI 71, GENOVA",44.4044612,8.996514,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC862001,I.C. SAN MARTINO/BORGORATTI,GEEE862013,S.EL. - L.RADICE -,VIA BOERO 75,Non Disponibile,GEIC862001@istruzione.it,Non Disponibile,icsmb.edu.it,NO,80,"VIA BOERO 75, GENOVA",44.4070329,8.9820169,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC862001,I.C. SAN MARTINO/BORGORATTI,GEEE862057,S.EL. - SAN DESIDERIO -,VIA CASABONA 5,Non Disponibile,GEIC862001@istruzione.it,Non Disponibile,icsmb.gov.it,NO,57,"VIA CASABONA 5, GENOVA",44.4227881,9.0129682,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC862001,I.C. SAN MARTINO/BORGORATTI,GEEE862068,S.EL. - G.B.PERASSO -,SALITA SUPERIORE DELLA NOCE 78,Non Disponibile,GEIC862001@istruzione.it,Non Disponibile,icsmb.gov.it,NO,231,"SALITA SUPERIORE DELLA NOCE 78, GENOVA",44.406409,8.9752649,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC862001,I.C. SAN MARTINO/BORGORATTI,GEMM862012,I.C. SAN MARTINO-BOCCANEGRA,PIAZZA REMONDINI 2,Non Disponibile,GEIC862001@istruzione.it,Non Disponibile,https//www.icsmb.edu.it/,NO,388,"PIAZZA REMONDINI 2, GENOVA",44.4060144,8.9768015,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC862001,I.C. SAN MARTINO/BORGORATTI,GEEE862024,S.EL. - GIOIOSA -,VIA CASALE 11,Non Disponibile,GEIC862001@istruzione.it,Non Disponibile,icsmb.gov.it,NO,45,"VIA CASALE 11, GENOVA",44.4316836,9.0181161,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC862001,I.C. SAN MARTINO/BORGORATTI,GEEE862035,S.EL. - J. MARIO,VIA APPARIZIONE 16,Non Disponibile,GEIC862001@istruzione.it,Non Disponibile,icsmb.edu.it,NO,118,"VIA APPARIZIONE 16, GENOVA",44.4058633,8.98677,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86300R,I.C. QUINTO/NERVI,GEEE863042,S.EL. - L.MANFREDI -,VIA D.SOMMA 73,Non Disponibile,GEIC86300R@istruzione.it,Non Disponibile,www.icquintonervi.edu.it,NO,89,"VIA D.SOMMA 73, GENOVA",44.3821425,9.0516453,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86300R,I.C. QUINTO/NERVI,GEEE863031,S.EL. - A.GIANELLI -,VIA MASTRANGELO 2,Non Disponibile,GEIC86300R@istruzione.it,Non Disponibile,www.icquintonervi.edu.it,NO,62,"VIA MASTRANGELO 2, GENOVA",44.3874452,9.014737,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86300R,I.C. QUINTO/NERVI,GEEE86301V,S.EL. - G.DA VERRAZZANO -,VIA A.GIANELLI 49,Non Disponibile,GEIC86300R@istruzione.it,Non Disponibile,www.icquintonervi.gov.it,NO,136,"VIA A.GIANELLI 49, GENOVA",44.38375,9.0205281,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86300R,I.C. QUINTO/NERVI,GEEE86302X,S.EL. - E.FERMI -,PIAZZA DUCA DEGLI ABRUZZI 6 A,Non Disponibile,GEIC86300R@istruzione.it,Non Disponibile,www.icquintonervi.gov.it,NO,164,"PIAZZA DUCA DEGLI ABRUZZI 6 A, GENOVA",44.38513,9.035914,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86300R,I.C. QUINTO/NERVI,GEMM86301T,I.C. QUINTO/NERVI- DURAZZO,VIA ANTICA ROMANA DI QUINTO 63 B,Non Disponibile,GEIC86300R@istruzione.it,Non Disponibile,www.icquintonervi.edu.it,NO,532,"VIA ANTICA ROMANA DI QUINTO 63 B, GENOVA",44.3867145,9.0159279,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC86400L,I.C. ALBARO,GEEE86403R,S.EL. - BRIGNOLE SALE -,VIA MONTEZOVETTO 7 A,Non Disponibile,GEIC86400L@istruzione.it,Non Disponibile,www.icalbaro.edu.it,NO,278,"VIA MONTEZOVETTO 7 A, GENOVA",44.3994898,8.9647707,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86400L,I.C. ALBARO,GEEE86401P,S.EL. - N.SAURO -,VIA MEDAGLIA D'ORO DI L.NAVIGAZIONE,Non Disponibile,GEIC86400L@istruzione.it,Non Disponibile,www.icalbaro.gov.it,NO,102,"VIA MEDAGLIA D'ORO DI L.NAVIGAZIONE, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86400L,I.C. ALBARO,GEMM86401N,I.C.ALBARO-EX BARRILI/ PAGANINI,VIA MONTEZOVETTO 7,Non Disponibile,GEIC86400L@istruzione.it,Non Disponibile,www.icalbaro.gov.it,NO,476,"VIA MONTEZOVETTO 7, GENOVA",44.3995927,8.9651054,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC86400L,I.C. ALBARO,GEEE86402Q,S.EL. - S.RICHERI -,VIA LIRI 9,Non Disponibile,GEIC86400L@istruzione.it,Non Disponibile,www.icalbaro.gov.it,NO,102,"VIA LIRI 9, GENOVA",44.3955836,8.9554958,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86500C,I.C. G.B. DELLA TORRE,GEEE86502G,S.PRIMARIA DI RI-PIANI,PIAZZA SAN FRONT 39,Non Disponibile,GEIC86500C@istruzione.it,Non Disponibile,www.icdellatorrechiavari.gov.it,NO,90,"PIAZZA SAN FRONT 39, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86500C,I.C. G.B. DELLA TORRE,GEEE86501E,S.PRIMARIA - G.MAZZINI -,VICO MALPERTUSO 6,Non Disponibile,GEIC86500C@istruzione.it,Non Disponibile,www.icdellatorrechiavari.gov.it,NO,337,"VICO MALPERTUSO 6, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86500C,I.C. G.B. DELLA TORRE,GEMM86501D,I.C./ S.M.S.CHIAVARI 1,VIA RIVAROLA 7,Non Disponibile,GEIC86500C@istruzione.it,Non Disponibile,www.icdellatorrechiavari.gov.it,NO,319,"VIA RIVAROLA 7, GENOVA",44.4099246,8.8975853,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC86500C,I.C. G.B. DELLA TORRE,GEIC86500C,I.C. G.B. DELLA TORRE,VIA RIVAROLA 7,Non Disponibile,GEIC86500C@istruzione.it,geic86500c@pec.istruzione.it,www.icdellatorrechiavari.gov.it,NO,,"VIA RIVAROLA 7, GENOVA",44.4099246,8.8975853,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC866008,IC RAPALLO-ZOAGLI,GEMM86602A,SCUOLA SECONDARIA I DI ZOAGLI,P.ZZA S. MARTINO 10,Non Disponibile,GEIC866008@istruzione.it,Non Disponibile,https//www.icrapallozoagli.edu.it,NO,74,"P.ZZA S. MARTINO 10, GENOVA",44.3377385,9.267115,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC866008,IC RAPALLO-ZOAGLI,GEEE86601A,SCUOLA PRIMARIA DELLEPIANE,VIA DEL VILLONE 4,Non Disponibile,GEIC866008@istruzione.it,Non Disponibile,https//www.icrapallozoagli.edu.it,NO,68,"VIA DEL VILLONE 4, GENOVA",44.358322,9.1954146,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC866008,IC RAPALLO-ZOAGLI,GEEE86602B,SCUOLA PRIMARIA ANTOLA,PIAZZALE SAN FRANCESCO 14,Non Disponibile,GEIC866008@istruzione.it,Non Disponibile,https//www.icrapallozoagli.edu.it,NO,141,"PIAZZALE SAN FRANCESCO 14, GENOVA",44.4582494,8.9000645,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC866008,IC RAPALLO-ZOAGLI,GEIC866008,IC RAPALLO-ZOAGLI,VIA FERRETTO 4,Non Disponibile,GEIC866008@istruzione.it,geic866008@pec.istruzione.it,https//www.icrapallozoagli.edu.it,NO,,"VIA FERRETTO 4, GENOVA",44.4115486,8.9603602,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC866008,IC RAPALLO-ZOAGLI,GEEE86603C,SCUOLA PRIMARIA TERAMO PIAGGIO,PIAZZA S.MARTINO 10,Non Disponibile,GEIC866008@istruzione.it,Non Disponibile,https//www.icrapallozoagli.edu.it,NO,78,"PIAZZA S.MARTINO 10, GENOVA",44.3377385,9.267115,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC866008,IC RAPALLO-ZOAGLI,GEEE86604D,SCUOLA PRIMARIA MARCONI,VIA FERRETTO 4,Non Disponibile,GEIC866008@istruzione.it,Non Disponibile,https//www.icrapallozoagli.edu.it,NO,209,"VIA FERRETTO 4, GENOVA",44.4115486,8.9603602,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC866008,IC RAPALLO-ZOAGLI,GEMM866019,SECONDARIA I GRADO G. SCOCCO,VIA FERRETTO 4,Non Disponibile,GEIC866008@istruzione.it,Non Disponibile,https//www.icrapallozoagli.edu.it,NO,153,"VIA FERRETTO 4, GENOVA",44.4115486,8.9603602,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC867004,IC CHIAVARI II,GEEE867027,S.EL. DI CAPERANA,VIA PARMA 182,Non Disponibile,GEIC867004@istruzione.it,Non Disponibile,www.istitutocomprensivochiavari.gov.it,NO,89,"VIA PARMA 182, GENOVA",44.3294197,9.3466952,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC867004,IC CHIAVARI II,GEEE867038,S.EL. DI SAN PIER DI CANNE,VIA SAN PIER DI CANNE 74,Non Disponibile,GEIC867004@istruzione.it,Non Disponibile,www.istitutocomprensivochiavari.gov.it,NO,107,"VIA SAN PIER DI CANNE 74, GENOVA",44.3277808,9.3218389,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC867004,IC CHIAVARI II,GEEE86705A,S.EL. - FARA -,SALITA DESCALZI 27,Non Disponibile,GEIC867004@istruzione.it,Non Disponibile,www.istitutocomprensivochiavari.gov.it,NO,212,"SALITA DESCALZI 27, GENOVA",44.4600938,8.8934987,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC867004,IC CHIAVARI II,GEIC867004,IC CHIAVARI II,VIA RIVAROLA7,Non Disponibile,GEIC867004@istruzione.it,geic867004@pec.istruzione.it,www.istitutocomprensivochiavari.edu.it,NO,,"VIA RIVAROLA7, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC867004,IC CHIAVARI II,GEMM867015,ILARIA ALPI,P.LE SAN FRANCESCO 3,Non Disponibile,GEIC867004@istruzione.it,Non Disponibile,www.istitutocomprensivochiavari.gov.it,NO,455,"P.LE SAN FRANCESCO 3, GENOVA",44.4583239,8.8997467,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC867004,IC CHIAVARI II,GEEE867049,S.EL. DI LEIVI,VIA CROCETTA 1,Non Disponibile,GEIC867004@istruzione.it,Non Disponibile,www.istitutocomprensivochiavari.gov.it,NO,68,"VIA CROCETTA 1, GENOVA",44.3522984,9.3116387,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC867004,IC CHIAVARI II,GEEE867016,S.EL. - F.SOLARI -,VIA PRANDINA 3,Non Disponibile,GEIC867004@istruzione.it,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,134,"VIA PRANDINA 3, GENOVA",44.3198386,9.3172509,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC86800X,I.C.ARENZANO/COGOLETO,GEMM868022,I.C. COGOLETO- SMS RECAGNO,VIA GIOIELLO 4,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA GIOIELLO 4, GENOVA",44.3903618,8.6469956,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86800X,I.C.ARENZANO/COGOLETO,GEEE868012,S.EL.-P.DE CALBOLI-ARENZANO,PIAZZA SANT'ANSELMO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"PIAZZA SANT'ANSELMO, GENOVA",44.4029028,8.6814639,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86800X,I.C.ARENZANO/COGOLETO,GEEE868023,S.EL. - A.GIUSTI -,VIA GIOIELLO 6,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA GIOIELLO 6, GENOVA",44.390588,8.6472901,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86800X,I.C.ARENZANO/COGOLETO,GEIC86800X,I.C.ARENZANO/COGOLETO,PIAZZA L.CALCAGNO 3,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"PIAZZA L.CALCAGNO 3, GENOVA",44.4006172,8.6127551,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86800X,I.C.ARENZANO/COGOLETO,GEEE868045,"SC.ELEMENTARE DI ""LERCA""",PIAZZA S.BERNARDO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"PIAZZA S.BERNARDO, GENOVA",44.4063534,8.9306201,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86800X,I.C.ARENZANO/COGOLETO,GEMM868011,I.C.ARENZANO-SMS CHIOSSONE,PIAZZA L.CALCAGNO 3,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"PIAZZA L.CALCAGNO 3, GENOVA",44.4006172,8.6127551,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86800X,I.C.ARENZANO/COGOLETO,GEEE868034,S.EL.-G.GRATTAROLA-SCIARBORASCA,VIA DATTILO 7,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA DATTILO 7, GENOVA",44.4139947,8.8893901,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE869085,S.EL.-DE FERRARI-ISORELLE,VIA IV NOVEMBRE,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA IV NOVEMBRE, GENOVA",44.4374218,9.0929739,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEIC86900Q,I.C. BUSALLA/CASELLA,VIA MARTIRI DI VOLTAGGIO 1,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA MARTIRI DI VOLTAGGIO 1, GENOVA",44.5736213,8.9427927,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEMM86904X,I.C.CASELLA-SMS DI MONTOGGIO,VIA IV NOVEMBRE 18,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA IV NOVEMBRE 18, GENOVA",44.4379779,9.0854521,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEMM86902T,"SEC. I GRADO ""B. CROCE""",VIA VISEGNI 4,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA VISEGNI 4, GENOVA",44.5301406,8.9145744,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE869074,S.EL. DI SAVIGNONE,VIA A1 GARIBALDI,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA A1 GARIBALDI, GENOVA",44.3807448,9.0416728,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE869052,S.EL. DI CASELLA,VIA ALLA CHIESA 9,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA ALLA CHIESA 9, GENOVA",44.3779748,9.0805182,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEMM86903V,I.C. /S.M.S. DI CASELLA,VIA A.MORO 4,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA A.MORO 4, GENOVA",44.5337757,8.9965702,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE86902V,SCUOLA PRIMARIA DI SARISSOLA,VIA VIAZZE 1,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA VIAZZE 1, GENOVA",44.5727663,8.9566814,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE869041,SCUOLA PRIMARIA DI MIGNANEGO,VIA VISEGNI 6,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA VISEGNI 6, GENOVA",44.5291695,8.9148006,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEMM86901R,"SEC. I GRADO ""VITO SCAFIDI""",VIA VIAZZE 5B,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA VIAZZE 5B, GENOVA",44.5728464,8.956732,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE869096,S.EL. DI VALBREVENNA,LOC.MOLINO VECCHIO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"LOC.MOLINO VECCHIO, GENOVA",44.5553737,9.0680763,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE869063,S.EL.-P.MINAGLIA-MONTOGGIO,VIA IV NOVEMBRE 18,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA IV NOVEMBRE 18, GENOVA",44.4379779,9.0854521,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE86903X,"SCUOLA PRIMARIA ""ALDO MORO""",VIA ALLA CHIESA 12,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA ALLA CHIESA 12, GENOVA",44.3757259,9.093677,#N/A
